SZ000002220,20220111,PRCP,0,,,E,
SZ000002220,20220111,SNWD,2960,,,E,
SZ000002220,20220111,TAVG,-94,H,,S,
SZ000003700,20220111,TMAX,28,,,E,
SZ000003700,20220111,TMIN,-7,,,E,
SZ000003700,20220111,PRCP,0,,,E,
SZ000003700,20220111,SNWD,30,,,E,
SZ000003700,20220111,TAVG,5,H,,S,
SZ000006717,20220111,TMAX,-44,,,E,
SZ000006717,20220111,TMIN,-105,,,E,
SZ000006717,20220111,PRCP,0,,,E,
SZ000006717,20220111,TAVG,-79,H,,S,
SZ000008440,20220111,TMAX,39,,,E,
SZ000008440,20220111,TMIN,11,,,E,
SZ000008440,20220111,PRCP,0,,,E,
SZ000008440,20220111,SNWD,0,,,E,
SZ000008440,20220111,TAVG,27,H,,S,
SZ000009480,20220111,TMAX,99,,,E,
SZ000009480,20220111,TMIN,6,,,E,
SZ000009480,20220111,PRCP,0,,,E,
SZ000009480,20220111,SNWD,0,,,E,
SZ000009480,20220111,TAVG,46,H,,S,
SZE00105086,20220111,TMAX,5,,,E,
SZE00105086,20220111,TMIN,-71,,,E,
SZE00105086,20220111,PRCP,0,,,E,
SZE00105086,20220111,SNWD,40,,,E,
SZE00105086,20220111,TAVG,-38,H,,S,
SZE00116090,20220111,TMAX,33,,,E,
SZE00116090,20220111,TMIN,-3,,,E,
SZE00116090,20220111,PRCP,0,,,E,
SZE00116090,20220111,TAVG,16,H,,S,
SZM00006796,20220111,TMAX,-7,,,S,
SZM00006796,20220111,TMIN,-67,,,S,
SZM00006796,20220111,TAVG,-37,H,,S,
SZ000001940,20220112,TMAX,19,,,E,
SZ000001940,20220112,TMIN,-56,,,E,
SZ000001940,20220112,PRCP,0,,,E,
SZ000001940,20220112,SNWD,0,,,E,
SZ000001940,20220112,TAVG,-22,H,,S,
SZ000002220,20220112,TMAX,-52,,,E,
SZ000002220,20220112,TMIN,-86,,,E,
SZ000002220,20220112,PRCP,0,,,E,
SZ000002220,20220112,SNWD,2960,,,E,
SZ000002220,20220112,TAVG,-67,H,,S,
SZ000003700,20220112,TMAX,3,,,E,
SZ000003700,20220112,TMIN,-44,,,E,
SZ000003700,20220112,PRCP,0,,,E,
SZ000003700,20220112,SNWD,20,,,E,
SZ000003700,20220112,TAVG,-16,H,,S,
SZ000006717,20220112,TMAX,-20,,,E,
SZ000006717,20220112,TMIN,-82,,,E,
SZ000006717,20220112,PRCP,0,,,E,
SZ000006717,20220112,TAVG,-58,H,,S,
SZ000008440,20220112,TMAX,28,,,E,
SZ000008440,20220112,TMIN,-5,,,E,
SZ000008440,20220112,PRCP,0,,,E,
SZ000008440,20220112,SNWD,0,,,E,
SZ000008440,20220112,TAVG,11,H,,S,
SZ000009480,20220112,TMAX,64,,,E,
SZ000009480,20220112,TMIN,-7,,,E,
SZ000009480,20220112,PRCP,0,,,E,
SZ000009480,20220112,SNWD,0,,,E,
SZ000009480,20220112,TAVG,3,H,,S,
SZE00105086,20220112,TMAX,7,,,E,
SZE00105086,20220112,TMIN,-91,,,E,
SZE00105086,20220112,PRCP,0,,,E,
SZE00105086,20220112,SNWD,40,,,E,
SZE00105086,20220112,TAVG,-46,H,,S,
SZE00116090,20220112,TMAX,21,,,E,
SZE00116090,20220112,TMIN,-30,,,E,
SZE00116090,20220112,PRCP,0,,,E,
SZE00116090,20220112,TAVG,0,H,,S,
SZM00006796,20220112,TMIN,-70,,,S,
SZM00006796,20220112,TAVG,-21,H,,S,
SZ000001940,20220113,TMAX,29,,,E,
SZ000001940,20220113,TMIN,-57,,,E,
SZ000001940,20220113,PRCP,0,,,E,
SZ000001940,20220113,SNWD,0,,,E,
SZ000001940,20220113,TAVG,-21,H,,S,
SZ000002220,20220113,TMAX,31,,,E,
SZ000002220,20220113,TMIN,-69,,,E,
SZ000002220,20220113,PRCP,0,,,E,
SZ000002220,20220113,SNWD,2960,,,E,
SZ000002220,20220113,TAVG,-18,H,,S,
SZ000003700,20220113,TMAX,6,,,E,
SZ000003700,20220113,TMIN,-50,,,E,
SZ000003700,20220113,PRCP,0,,,E,
SZ000003700,20220113,SNWD,10,,,E,
SZ000003700,20220113,TAVG,-24,H,,S,
SZ000006717,20220113,TMAX,2,,,E,
SZ000006717,20220113,TMIN,-38,,,E,
SZ000006717,20220113,PRCP,0,,,E,
